½yÓ‹í—,vars,n,mean,sd,median,trimmed,mad,min,max,range,skew,kurtosis,se
‡øÃñËùµÃ,1,403,44379.24318,12770.92337,41565,42749.52941,7676.9028,23829,105379,81550,1.807667135,4.740062048,636.1650061
