year,month,FruitVegetableJuice_volume,CarbonatedBeverage_volume,SportsDrink_volume,CoffeeDrink_volume,TeaDrink_volume,FruitVegetableJuice_value,CarbonatedBeverage_value,SportsDrink_value,CoffeeDrink_value,TeaDrink_value,TotalIndex,SoftDrink,TotalSalary,DisposableIncome,AvgHouseholdDisposableIncome,LowestQuintileIncome,SecondLowestQuintileIncome,MiddleQuintileIncome,SecondHighestQuintileIncome,HighestQuintileIncome,FruitVegetableJuice_price,CarbonatedBeverage_price,SportsDrink_price,CoffeeDrink_price,TeaDrink_price
1982,1,11689,35335,NA,771,NA,257570,625321,NA,32961,NA,NA,NA,NA,10915,275250,119603,189876,241666,312289,512814,22.03524681,17.69692939,NA,42.75097276,NA
1982,2,17865,31819,NA,834,NA,367004,608245,NA,35669,NA,NA,NA,NA,10915,275250,119603,189876,241666,312289,512814,20.543185,19.11577988,NA,42.76858513,NA
1982,3,20521,29602,NA,927,NA,446628,584401,NA,40186,NA,NA,NA,NA,10915,275250,119603,189876,241666,312289,512814,21.76443643,19.74194311,NA,43.35059331,NA
1982,4,18480,34934,NA,888,NA,388983,702081,NA,38380,NA,NA,NA,NA,10915,275250,119603,189876,241666,312289,512814,21.04886364,20.09735501,NA,43.22072072,NA
1982,5,15549,34934,NA,890,NA,472986,734256,NA,38380,NA,NA,NA,NA,10915,275250,119603,189876,241666,312289,512814,30.41906232,21.01837751,NA,43.12359551,NA
1982,6,11862,38393,NA,858,NA,339553,801570,NA,37027,NA,NA,NA,NA,10915,275250,119603,189876,241666,312289,512814,28.62527398,20.87802464,NA,43.15501166,NA
1982,7,12959,50853,NA,878,NA,386639,1034076,NA,37929,NA,NA,NA,NA,10915,275250,119603,189876,241666,312289,512814,29.8355583,20.33461153,NA,43.19931663,NA
1982,8,15419,50318,NA,857,NA,451709,1095652,NA,37027,NA,NA,NA,NA,10915,275250,119603,189876,241666,312289,512814,29.29560931,21.77455384,NA,43.20536756,NA
1982,9,17425,52133,NA,877,NA,498898,1123395,NA,37929,NA,NA,NA,NA,10915,275250,119603,189876,241666,312289,512814,28.63116212,21.54863522,NA,43.24857469,NA
1982,10,12783,40094,NA,856,NA,380935,931688,NA,37027,NA,NA,NA,NA,10915,275250,119603,189876,241666,312289,512814,29.80012517,23.23759166,NA,43.25584112,NA
1982,11,10423,27290,NA,856,NA,302052,624204,NA,37027,NA,NA,NA,NA,10915,275250,119603,189876,241666,312289,512814,28.97937254,22.87299377,NA,43.25584112,NA
1982,12,6346,17771,NA,967,NA,187087,359412,NA,41995,NA,NA,NA,NA,10915,275250,119603,189876,241666,312289,512814,29.48109045,20.22463564,NA,43.42812823,NA
1983,1,5802,21557,NA,490,NA,154100,303342,NA,21253,NA,NA,NA,NA,12144,295887,127440,201812,258505,336226,555450,26.55980696,14.07162407,NA,43.37346939,NA
1983,2,8396,30156,NA,512,NA,204186,1108292,NA,21983,NA,NA,NA,NA,12144,295887,127440,201812,258505,336226,555450,24.31943783,36.75195649,NA,42.93554688,NA
1983,3,12806,24652,NA,661,NA,290987,431399,NA,28413,NA,NA,NA,NA,12144,295887,127440,201812,258505,336226,555450,22.72270811,17.49955379,NA,42.98487141,NA
1983,4,13749,43266,NA,1023,NA,352459,823434,NA,43774,NA,NA,NA,NA,12144,295887,127440,201812,258505,336226,555450,25.6352462,19.03189571,NA,42.78983382,NA
1983,5,13717,46591,NA,946,NA,379483,845859,NA,40475,NA,NA,NA,NA,12144,295887,127440,201812,258505,336226,555450,27.66516002,18.15498701,NA,42.78541226,NA
1983,6,17633,49878,NA,982,NA,477408,957672,NA,42039,NA,NA,NA,NA,12144,295887,127440,201812,258505,336226,555450,27.0746895,19.2002887,NA,42.8095723,NA
1983,7,16040,67765,NA,1016,NA,470568,1373662,NA,43404,NA,NA,NA,NA,12144,295887,127440,201812,258505,336226,555450,29.33715711,20.27096584,NA,42.72047244,NA
1983,8,15767,61803,NA,1024,NA,424996,1172781,NA,43350,NA,NA,NA,NA,12144,295887,127440,201812,258505,336226,555450,26.95477897,18.97611766,NA,42.33398438,NA
1983,9,15846,60083,NA,1147,NA,432965,1113567,NA,48458,NA,NA,NA,NA,12144,295887,127440,201812,258505,336226,555450,27.32329926,18.53381156,NA,42.24760244,NA
1983,10,14033,39750,NA,1059,NA,359557,829982,NA,44722,NA,NA,NA,NA,12144,295887,127440,201812,258505,336226,555450,25.62224756,20.88005031,NA,42.23040604,NA
1983,11,7989,24538,NA,729,NA,208792,497955,NA,30810,NA,NA,NA,NA,12144,295887,127440,201812,258505,336226,555450,26.13493554,20.29321868,NA,42.26337449,NA
1983,12,6676,16684,NA,663,NA,148840,299880,NA,27996,NA,NA,NA,NA,12144,295887,127440,201812,258505,336226,555450,22.2947873,17.97410693,NA,42.22624434,NA
1984,1,7939,27920,NA,533,NA,212159,484641,NA,22407,NA,NA,NA,NA,13194,314245,133434,215118,276900,358783,586988,26.72364278,17.35820201,NA,42.03939962,NA
1984,2,9593,24652,NA,553,NA,270630,516937,NA,23013,NA,NA,NA,NA,13194,314245,133434,215118,276900,358783,586988,28.21119566,20.96937368,NA,41.61482821,NA
1984,3,14764,21614,NA,658,NA,388779,429340,NA,27363,NA,NA,NA,NA,13194,314245,133434,215118,276900,358783,586988,26.33290436,19.86397705,NA,41.58510638,NA
1984,4,14408,30691,NA,799,NA,340255,618126,NA,33206,NA,NA,NA,NA,13194,314245,133434,215118,276900,358783,586988,23.61569961,20.14030172,NA,41.55944931,NA
1984,5,13057,31589,NA,871,NA,342163,647247,NA,36205,NA,NA,NA,NA,13194,314245,133434,215118,276900,358783,586988,26.20533047,20.48963247,NA,41.56716418,NA
1984,6,14413,40151,NA,973,NA,381906,907970,NA,40890,NA,NA,NA,NA,13194,314245,133434,215118,276900,358783,586988,26.4973288,22.61388259,NA,42.02466598,NA
1984,7,17744,43381,NA,1159,NA,451504,986624,NA,48962,NA,NA,NA,NA,13194,314245,133434,215118,276900,358783,586988,25.44544635,22.7432286,NA,42.24503883,NA
1984,8,17273,35335,NA,1163,NA,453872,711647,NA,49159,NA,NA,NA,NA,13194,314245,133434,215118,276900,358783,586988,26.27638511,20.14000283,NA,42.26913156,NA
1984,9,16428,33921,NA,1316,NA,424560,653677,NA,55294,NA,NA,NA,NA,13194,314245,133434,215118,276900,358783,586988,25.84368152,19.27056985,NA,42.01671733,NA
1984,10,11641,32067,NA,1227,NA,310279,599116,NA,51427,NA,NA,NA,NA,13194,314245,133434,215118,276900,358783,586988,26.65398162,18.68325693,NA,41.91279544,NA
1984,11,8944,17161,NA,1026,NA,242242,351596,NA,43050,NA,NA,NA,NA,13194,314245,133434,215118,276900,358783,586988,27.08430233,20.48808345,NA,41.95906433,NA
1984,12,8320,14430,NA,954,NA,214748,287337,NA,40068,NA,NA,NA,NA,13194,314245,133434,215118,276900,358783,586988,25.81105769,19.91247401,NA,42,NA
1985,1,9974,15747,NA,635,NA,223491,273755,NA,26642,NA,NA,NA,NA,13742,320492,134105,217705,280779,366676,603196,22.40735913,17.38458119,NA,41.95590551,NA
1985,2,10004,26430,NA,892,NA,239526,539426,NA,37395,NA,NA,NA,NA,13742,320492,134105,217705,280779,366676,603196,23.94302279,20.40961029,NA,41.92264574,NA
1985,3,16884,22359,NA,1035,NA,341942,498130,NA,43393,NA,NA,NA,NA,13742,320492,134105,217705,280779,366676,603196,20.25242833,22.27872445,NA,41.92560386,NA
1985,4,13786,22302,NA,1177,NA,385265,483031,NA,49356,NA,NA,NA,NA,13742,320492,134105,217705,280779,366676,603196,27.94610474,21.65864048,NA,41.93372982,NA
1985,5,20494,40724,NA,1401,NA,453118,797800,NA,58773,NA,NA,NA,NA,13742,320492,134105,217705,280779,366676,603196,22.10978823,19.59041352,NA,41.95074946,NA
1985,6,13144,23028,NA,1333,NA,365959,492674,NA,55891,NA,NA,NA,NA,13742,320492,134105,217705,280779,366676,603196,27.84228545,21.39456314,NA,41.92873218,NA
1985,7,12392,36348,NA,1471,NA,355901,793108,NA,61716,NA,NA,NA,NA,13742,320492,134105,217705,280779,366676,603196,28.72022272,21.81985254,NA,41.95513256,NA
1985,8,16506,39425,NA,1550,NA,455464,903873,NA,65096,NA,NA,NA,NA,13742,320492,134105,217705,280779,366676,603196,27.59384466,22.92639188,NA,41.99741935,NA
1985,9,17086,32067,NA,1555,NA,446511,698752,NA,65142,NA,NA,NA,NA,13742,320492,134105,217705,280779,366676,603196,26.13314995,21.7903764,NA,41.89196141,NA
1985,10,11481,23716,NA,1462,NA,322647,454333,NA,61211,NA,NA,NA,NA,13742,320492,134105,217705,280779,366676,603196,28.1026914,19.15723562,NA,41.86798906,NA
1985,11,8623,18766,NA,1166,NA,247806,396747,NA,48813,NA,NA,NA,NA,13742,320492,134105,217705,280779,366676,603196,28.73779427,21.141799,NA,41.86363636,NA
1985,12,7350,13206,NA,1295,NA,264014,268792,NA,54203,NA,NA,NA,NA,13742,320492,134105,217705,280779,366676,603196,35.92027211,20.35377859,NA,41.85559846,NA
1986,1,8641,10845,3379,1162,NA,218377,226646,78287,48297,NA,NA,NA,NA,15128,341728,141750,230893,297011,386991,651995,25.27219072,20.89866298,23.16868896,41.5636833,NA
1986,2,10605,12312,3062,1053,NA,268276,267055,70956,43775,NA,NA,NA,NA,15128,341728,141750,230893,297011,386991,651995,25.297124,21.69062703,23.17308948,41.57169991,NA
1986,3,23527,29680,4074,1398,NA,586198,655541,94392,58232,NA,NA,NA,NA,15128,341728,141750,230893,297011,386991,651995,24.91596889,22.08696092,23.16936672,41.65379113,NA
1986,4,11671,17926,2823,958,NA,266705,388244,65426,40363,NA,NA,NA,NA,15128,341728,141750,230893,297011,386991,651995,22.85194071,21.65815017,23.17605384,42.13256785,NA
1986,5,11299,25728,3371,1137,NA,310885,528358,78117,48192,NA,NA,NA,NA,15128,341728,141750,230893,297011,386991,651995,27.5143818,20.53630286,23.17324236,42.38522427,NA
1986,6,13722,28575,3960,1446,NA,356882,569036,91744,61317,NA,NA,NA,NA,15128,341728,141750,230893,297011,386991,651995,26.00801632,19.91377078,23.16767677,42.40456432,NA
1986,7,16193,31970,4215,1561,NA,431757,711704,97661,66197,NA,NA,NA,NA,15128,341728,141750,230893,297011,386991,651995,26.6631878,22.26162027,23.16986951,42.40679052,NA
1986,8,18425,35706,5161,1894,NA,468992,729727,119564,80326,NA,NA,NA,NA,15128,341728,141750,230893,297011,386991,651995,25.45411126,20.43709741,23.16682813,42.41077086,NA
1986,9,17376,37353,4046,1375,NA,458754,788358,93741,58140,NA,NA,NA,NA,15128,341728,141750,230893,297011,386991,651995,26.4015884,21.10561401,23.1688087,42.28363636,NA
1986,10,13813,22123,4807,1694,NA,349808,439703,111380,71764,NA,NA,NA,NA,15128,341728,141750,230893,297011,386991,651995,25.32454934,19.87537857,23.17037653,42.36363636,NA
1986,11,11593,13608,6597,2230,NA,286147,271400,152864,94306,NA,NA,NA,NA,15128,341728,141750,230893,297011,386991,651995,24.68273958,19.9441505,23.17174473,42.2896861,NA
1986,12,9761,10049,4574,2090,NA,236251,211701,105873,89195,NA,NA,NA,NA,15128,341728,141750,230893,297011,386991,651995,24.20356521,21.06687233,23.14669873,42.67703349,NA
1987,1,12942,17489,4653,1579,NA,298274,385476,107805,66834,NA,NA,NA,NA,16763,366487,148553,247423,321168,418237,697051,23.04697883,22.04105438,23.16892328,42.32678911,NA
1987,2,13826,16105,4356,1501,NA,339377,356404,100910,63502,NA,NA,NA,NA,16763,366487,148553,247423,321168,418237,697051,24.5462896,22.13002173,23.16574839,42.30646236,NA
1987,3,16124,20450,5013,1745,NA,394103,427239,116129,73851,NA,NA,NA,NA,16763,366487,148553,247423,321168,418237,697051,24.44201191,20.89188264,23.16556952,42.32148997,NA
1987,4,18482,26102,5118,1768,NA,458345,553107,118595,74579,NA,NA,NA,NA,16763,366487,148553,247423,321168,418237,697051,24.79953468,21.19021531,23.17213755,42.18269231,NA
1987,5,19611,30828,5346,1844,NA,499028,660071,123875,77783,NA,NA,NA,NA,16763,366487,148553,247423,321168,418237,697051,25.44633114,21.4114117,23.17153012,42.18167028,NA
1987,6,21818,29708,5229,1801,NA,538038,620477,121149,75985,NA,NA,NA,NA,16763,366487,148553,247423,321168,418237,697051,24.6602805,20.88585566,23.1686747,42.19044975,NA
1987,7,26037,30721,6070,2071,NA,614208,712477,140659,87380,NA,NA,NA,NA,16763,366487,148553,247423,321168,418237,697051,23.58981449,23.19185573,23.17281713,42.19217769,NA
1987,8,29056,29937,7624,2539,NA,720621,723957,176652,106988,NA,NA,NA,NA,16763,366487,148553,247423,321168,418237,697051,24.8011082,24.18268364,23.17051417,42.13784955,NA
1987,9,29863,33878,6770,2267,NA,727555,706552,156861,95571,NA,NA,NA,NA,16763,366487,148553,247423,321168,418237,697051,24.36309145,20.85577661,23.17001477,42.15747684,NA
1987,10,18540,24480,6677,2268,NA,471778,527303,154696,95575,NA,NA,NA,NA,16763,366487,148553,247423,321168,418237,697051,25.44649407,21.54015523,23.16848884,42.14065256,NA
1987,11,14943,18090,6010,2063,NA,341735,370974,139251,86923,NA,NA,NA,NA,16763,366487,148553,247423,321168,418237,697051,22.86923643,20.50713101,23.16988353,42.13427048,NA
1987,12,11899,11215,5781,1999,NA,295570,209299,133977,84278,NA,NA,NA,NA,16763,366487,148553,247423,321168,418237,697051,24.83990251,18.66241641,23.17540218,42.16008004,NA
1988,1,13068,11833,4869,1725,NA,319634,307032,112812,71983,NA,NA,NA,NA,19437,410483,161874,275655,360257,469525,785101,24.45928987,25.9470971,23.16943931,41.72927536,NA
1988,2,16340,17470,5227,1816,NA,392492,380955,121122,75771,NA,NA,NA,NA,19437,410483,161874,275655,360257,469525,785101,24.02031824,21.80623927,23.17237421,41.72411894,NA
1988,3,19846,19707,4873,1751,NA,464539,409622,112897,73142,NA,NA,NA,NA,19437,410483,161874,275655,360257,469525,785101,23.40718533,20.78560917,23.16786374,41.77155911,NA
1988,4,19333,22296,5323,1916,NA,466218,500121,123312,80038,NA,NA,NA,NA,19437,410483,161874,275655,360257,469525,785101,24.11513992,22.43097417,23.1658839,41.77348643,NA
1988,5,26461,35282,6937,2459,NA,633864,762947,160734,102654,NA,NA,NA,NA,19437,410483,161874,275655,360257,469525,785101,23.95465024,21.62425599,23.17053481,41.74623831,NA
1988,6,32219,34136,7354,2619,NA,762164,731299,170396,109364,NA,NA,NA,NA,19437,410483,161874,275655,360257,469525,785101,23.65573109,21.42310171,23.17051945,41.75792287,NA
1988,7,35576,39305,7952,2809,NA,805012,878598,184243,117171,NA,NA,NA,NA,19437,410483,161874,275655,360257,469525,785101,22.62795143,22.35333927,23.16939135,41.71270915,NA
1988,8,35471,41495,8371,2937,NA,851294,919790,193958,122486,NA,NA,NA,NA,19437,410483,161874,275655,360257,469525,785101,23.99971808,22.16628509,23.17023056,41.70446033,NA
1988,9,30686,36602,7884,2733,NA,731702,800045,182675,113716,NA,NA,NA,NA,19437,410483,161874,275655,360257,469525,785101,23.84481523,21.85795858,23.170345,41.60848884,NA
1988,10,24878,25122,5815,2035,NA,600559,560547,134737,84368,NA,NA,NA,NA,19437,410483,161874,275655,360257,469525,785101,24.140164,22.3129926,23.17059329,41.45847666,NA
1988,11,19755,21529,5537,1981,NA,525229,469401,128290,82199,NA,NA,NA,NA,19437,410483,161874,275655,360257,469525,785101,26.5871425,21.80319569,23.16958642,41.49369006,NA
1988,12,17239,15395,5532,2017,NA,433396,327801,128173,83765,NA,NA,NA,NA,19437,410483,161874,275655,360257,469525,785101,25.14043738,21.29269243,23.16937816,41.52949926,NA
1989,1,15626,19931,3257,3626,NA,358478,424019,80540,150322,NA,NA,NA,NA,22767,464994,179029,313864,411978,536296,883807,22.94112377,21.2743465,24.72827756,41.4567016,NA
1989,2,18135,19820,5399,2894,NA,555735,441087,139495,119985,NA,NA,NA,NA,22767,464994,179029,313864,411978,536296,883807,30.64433416,22.25464178,25.83719207,41.45991707,NA
1989,3,18793,23334,7031,4042,NA,528740,512079,173949,168320,NA,NA,NA,NA,22767,464994,179029,313864,411978,536296,883807,28.13494386,21.94561584,24.74029299,41.64275111,NA
1989,4,22400,29421,7370,4098,NA,653659,582298,186093,170670,NA,NA,NA,NA,22767,464994,179029,313864,411978,536296,883807,29.18120536,19.79191734,25.25006784,41.64714495,NA
1989,5,34332,33899,10846,4797,NA,1000727,721588,272669,199700,NA,NA,NA,NA,22767,464994,179029,313864,411978,536296,883807,29.14852033,21.28640963,25.14005163,41.63018553,NA
1989,6,34890,37680,14645,4684,NA,1158516,784489,372446,194920,NA,NA,NA,NA,22767,464994,179029,313864,411978,536296,883807,33.20481513,20.81977176,25.43161489,41.61400512,NA
1989,7,31581,41341,11610,5328,NA,952276,881704,287704,221746,NA,NA,NA,NA,22767,464994,179029,313864,411978,536296,883807,30.15344669,21.32759246,24.78070629,41.61899399,NA
1989,8,33719,45865,13374,5245,NA,1005664,982391,329975,218137,NA,NA,NA,NA,22767,464994,179029,313864,411978,536296,883807,29.82484653,21.41918674,24.67287274,41.58951382,NA
1989,9,27918,40459,14353,4806,NA,890853,856351,366813,199851,NA,NA,NA,NA,22767,464994,179029,313864,411978,536296,883807,31.9096282,21.16589634,25.5565387,41.58364544,NA
1989,10,15857,36449,12022,4517,NA,598380,772588,300184,187968,NA,NA,NA,NA,22767,464994,179029,313864,411978,536296,883807,37.73601564,21.19641142,24.96955581,41.61346026,NA
1989,11,15180,28761,10218,4643,NA,569433,603757,256871,193214,NA,NA,NA,NA,22767,464994,179029,313864,411978,536296,883807,37.51205534,20.99221168,25.13906831,41.61404264,NA
1989,12,14804,19970,9531,4540,NA,592029,408063,264913,188916,NA,NA,NA,NA,22767,464994,179029,313864,411978,536296,883807,39.99115104,20.4338007,27.79487987,41.61145374,NA
1990,1,14145,21229,5422,3278,NA,555296,491108,112230,136315,NA,NA,NA,NA,26145,520147,193685,343785,455426,603914,1003925,39.25740544,23.13382637,20.69900406,41.58480781,NA
1990,2,14779,27194,10609,4098,NA,555438,624104,234832,170682,NA,NA,NA,NA,26145,520147,193685,343785,455426,603914,1003925,37.58292171,22.95006251,22.13516825,41.65007321,NA
1990,3,18021,25755,12121,4124,NA,593692,625874,255047,171543,NA,NA,NA,NA,26145,520147,193685,343785,455426,603914,1003925,32.94445369,24.30106775,21.04174573,41.59626576,NA
1990,4,15557,32795,15123,5925,NA,568199,726738,335128,247092,NA,NA,NA,NA,26145,520147,193685,343785,455426,603914,1003925,36.52368709,22.16002439,22.16015341,41.70329114,NA
1990,5,23099,41055,20115,4867,NA,741714,890822,464874,202446,NA,NA,NA,NA,26145,520147,193685,343785,455426,603914,1003925,32.11022122,21.69825843,23.11081283,41.59564413,NA
1990,6,28681,46108,22684,4185,NA,931574,894072,536657,174239,NA,NA,NA,NA,26145,520147,193685,343785,455426,603914,1003925,32.48052718,19.39082155,23.65795274,41.63416965,NA
1990,7,26038,49104,18107,4775,NA,796879,992477,399455,196334,NA,NA,NA,NA,26145,520147,193685,343785,455426,603914,1003925,30.60446271,20.21173428,22.06080521,41.11706806,NA
1990,8,31219,50923,22095,5585,NA,962362,1063771,504552,229633,NA,NA,NA,NA,26145,520147,193685,343785,455426,603914,1003925,30.82616355,20.8897944,22.83557366,41.11602507,NA
1990,9,30596,52225,17022,5887,NA,897468,1358946,395802,243112,NA,NA,NA,NA,26145,520147,193685,343785,455426,603914,1003925,29.33285397,26.02098612,23.25237927,41.29641583,NA
1990,10,24711,36485,18061,4936,NA,754002,771389,429575,203941,NA,NA,NA,NA,26145,520147,193685,343785,455426,603914,1003925,30.51280806,21.14263396,23.78467416,41.31705835,NA
1990,11,19017,24803,9243,4844,NA,637608,520511,187543,200052,NA,NA,NA,NA,26145,520147,193685,343785,455426,603914,1003925,33.52831677,20.98580817,20.29027372,41.29892651,NA
1990,12,16850,17947,6584,4299,NA,593071,381990,132586,177662,NA,NA,NA,NA,26145,520147,193685,343785,455426,603914,1003925,35.19709199,21.28433722,20.13760632,41.32635497,NA
1991,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,65.81,88.43,NA,30302,587242,227816,389205,511410,674451,1133327,NA,NA,NA,NA,NA
1991,1,15651,17097,8010,4500,8525,545133,376682,194166,186357,213117,64.7,88.64,28874,30302,587242,227816,389205,511410,674451,1133327,34.83055396,22.03205241,24.24044944,41.41266667,24.99906158
1991,2,18368,20826,8198,5127,9847,643862,492605,205439,212218,246167,65.09,88.65,42399,30302,587242,227816,389205,511410,674451,1133327,35.05346254,23.65336598,25.05964869,41.39223718,24.99918757
1991,3,23660,30555,13542,5856,10817,778685,660136,295101,242721,270414,64.77,88.73,23854,30302,587242,227816,389205,511410,674451,1133327,32.91145393,21.60484372,21.79153744,41.4482582,24.99898308
1991,4,25115,38057,15950,6578,11963,768101,837618,376169,272739,299067,65.19,88.78,23829,30302,587242,227816,389205,511410,674451,1133327,30.58335656,22.0095646,23.58426332,41.46229857,24.99933127
1991,5,30862,45048,21266,7767,14469,929889,937200,512255,321844,361726,65.41,88.59,24988,30302,587242,227816,389205,511410,674451,1133327,30.1305489,20.80447523,24.08798081,41.4373632,25.00006911
1991,6,29141,48048,22136,6848,12909,868439,1035974,499185,283621,322720,65.57,88.63,24924,30302,587242,227816,389205,511410,674451,1133327,29.80127655,21.56123044,22.55082219,41.41661799,24.99961267
1991,7,28306,44948,20547,7424,13737,875987,1019071,529969,307655,343423,66.02,88.37,25527,30302,587242,227816,389205,511410,674451,1133327,30.94704303,22.67222123,25.79301115,41.44059806,24.99985441
1991,8,35328,56366,22393,7963,15250,1030945,1248482,568189,329642,381245,66.17,88.43,24893,30302,587242,227816,389205,511410,674451,1133327,29.18209352,22.14955824,25.37350958,41.39670978,24.99967213
1991,9,26829,43665,18513,6623,12478,792188,914172,455282,274334,311944,66.27,88.67,25541,30302,587242,227816,389205,511410,674451,1133327,29.52730255,20.93603573,24.59255658,41.42141024,24.99951915
1991,10,21596,31170,10562,5820,10825,606079,669029,243513,241178,270631,66.92,88.65,25113,30302,587242,227816,389205,511410,674451,1133327,28.06441008,21.46387552,23.0555766,41.4395189,25.00055427
1991,11,17036,18926,9534,5399,10106,471496,389205,207049,223695,252652,67.12,87.54,24901,30302,587242,227816,389205,511410,674451,1133327,27.67644987,20.56456726,21.71690791,41.43267272,25.0001979
1991,12,22530,17735,7639,5949,11289,557638,356831,163763,246331,282218,66.48,87.49,27847,30302,587242,227816,389205,511410,674451,1133327,24.7509099,20.12015788,21.43775363,41.40712725,24.99937993
1992,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,68.75,87.9,NA,33823,639696,235752,423392,560466,742466,1236407,NA,NA,NA,NA,NA
1992,1,20744,25585,7308,4389,29666,660001,594847,178301,181832,682139,67.14,87.64,48797,33823,639696,235752,423392,560466,742466,1236407,31.81647705,23.24983389,24.39805692,41.42902711,22.99396616
1992,2,14158,18851,6627,3714,24913,546016,440670,162443,153917,572833,67.73,87.73,31210,33823,639696,235752,423392,560466,742466,1236407,38.56589914,23.3764787,24.51229817,41.44238018,22.99333681
1992,3,18978,36135,11837,6384,42303,578281,858746,304229,264669,972647,67.82,87.74,26301,33823,639696,235752,423392,560466,742466,1236407,30.47112446,23.76493704,25.7015291,41.45817669,22.99238825
1992,4,22250,29420,12148,6179,41547,616007,610271,273537,255556,955327,68.92,87.77,25954,33823,639696,235752,423392,560466,742466,1236407,27.68570787,20.74340585,22.51703984,41.35879592,22.99388644
1992,5,27210,38712,17272,7220,48221,806177,831120,382327,298699,1108756,69.15,87.89,27240,33823,639696,235752,423392,560466,742466,1236407,29.62796766,21.46931184,22.13565308,41.37105263,22.99321872
1992,6,26362,37080,22885,7294,47385,773284,814586,537199,302025,1089402,68.96,87.86,26842,33823,639696,235752,423392,560466,742466,1236407,29.33328276,21.96833873,23.4738475,41.40732109,22.99044001
1992,7,27237,49924,23943,8458,54987,827689,1146231,576126,350239,1264191,68.46,88.1,27441,33823,639696,235752,423392,560466,742466,1236407,30.38840548,22.95951847,24.0623982,41.40919839,22.99072508
1992,8,30879,53815,20062,8440,57060,905151,1233090,449130,349021,1312082,68.15,88.24,27460,33823,639696,235752,423392,560466,742466,1236407,29.31283396,22.91349995,22.38709999,41.35319905,22.99477743
1992,9,22454,41062,21185,6499,44785,683333,888466,459758,268533,1029894,70.35,88.21,27474,33823,639696,235752,423392,560466,742466,1236407,30.43257326,21.6371828,21.70205334,41.31912602,22.99640505
1992,10,17975,36394,15816,5417,37048,532087,801215,368261,223911,851957,70.32,87.8,27217,33823,639696,235752,423392,560466,742466,1236407,29.60150209,22.01502995,23.28407941,41.3348717,22.99603217
1992,11,17097,25276,10023,5397,36383,537565,551104,212084,223224,836607,69.2,87.52,27133,33823,639696,235752,423392,560466,742466,1236407,31.44206586,21.80344991,21.15973261,41.36075598,22.99444796
1992,12,15869,22721,12014,4949,33183,471847,464923,263710,204695,762994,68.75,88.24,30381,33823,639696,235752,423392,560466,742466,1236407,29.73388367,20.46225958,21.95022474,41.36088099,22.99352078
1993,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,70.77,88.83,NA,39444,727879,259380,477408,642257,853213,1407138,NA,NA,NA,NA,NA
1993,1,20523,32126,6460,4900,47750,523887,638379,134308,202626,1114965,69.59,88.24,58781,39444,727879,259380,477408,642257,853213,1407138,25.52682356,19.87110129,20.79071207,41.3522449,23.35005236
1993,2,20762,24054,5892,4925,47804,509294,486504,131247,203686,1116176,69.8,88.46,28351,39444,727879,259380,477408,642257,853213,1407138,24.53010307,20.22549264,22.27545825,41.35756345,23.34900845
1993,3,25415,28322,10206,6466,62122,615126,611586,234924,267517,1450278,70.02,89.11,27927,39444,727879,259380,477408,642257,853213,1407138,24.20326579,21.59402585,23.01822457,41.37287349,23.34564245
1993,4,27764,35802,11451,6519,63153,667896,752960,230205,269609,1474522,70.83,89.04,27958,39444,727879,259380,477408,642257,853213,1407138,24.05618787,21.03122731,20.10348441,41.35741678,23.34840783
1993,5,31459,39461,16090,6828,67860,766475,844386,342676,282082,1585045,70.59,89.07,28905,39444,727879,259380,477408,642257,853213,1407138,24.36425188,21.39798789,21.29745183,41.31253661,23.35757442
1993,6,29709,43555,17667,7009,68925,725437,904766,390979,289737,1609650,71.96,89.18,29785,39444,727879,259380,477408,642257,853213,1407138,24.41808879,20.77295374,22.13046924,41.33785133,23.35364527
1993,7,34186,61677,16983,8052,78593,810018,1328217,356574,332931,1835222,70.71,88.94,29614,39444,727879,259380,477408,642257,853213,1407138,23.69443632,21.53504548,20.99593711,41.3476155,23.35096001
1993,8,36337,61725,18161,8908,119063,984082,1258222,373659,368010,2071043,70.42,89.02,29026,39444,727879,259380,477408,642257,853213,1407138,27.08209263,20.38431754,20.57480315,41.31230355,17.39451383
1993,9,29766,42837,14002,7682,75971,757707,902553,296786,316236,1774451,70.87,88.77,30061,39444,727879,259380,477408,642257,853213,1407138,25.45545253,21.06947265,21.195972,41.16584223,23.35695199
1993,10,26566,47680,13313,8282,82549,597324,996590,290765,340842,1928312,71.18,88.63,29118,39444,727879,259380,477408,642257,853213,1407138,22.4845291,20.90163591,21.84068204,41.15455204,23.3596046
1993,11,24815,26674,10685,7052,70158,501886,521149,232783,290208,1638812,71.34,88.7,29031,39444,727879,259380,477408,642257,853213,1407138,20.22510578,19.53771463,21.78596163,41.15258083,23.35887568
1993,12,22436,21048,9394,6814,67676,533046,429836,199548,280477,1580804,71.93,88.76,32078,39444,727879,259380,477408,642257,853213,1407138,23.7585131,20.42170277,21.24206941,41.16187262,23.35841362
1994,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,73.67,89.4,NA,42855,769755,280259,499105,669983,892016,1507414,NA,NA,NA,NA,NA
