year,month,FruitVegetableJuice_volume,CarbonatedBeverage_volume,SportsDrink_volume,CoffeeDrink_volume,TeaDrink_volume,FruitVegetableJuice_value,CarbonatedBeverage_value,SportsDrink_value,CoffeeDrink_value,TeaDrink_value,TotalIndex,SoftDrink,TotalSalary,DisposableIncome,AvgHouseholdDisposableIncome,LowestQuintileIncome,SecondLowestQuintileIncome,MiddleQuintileIncome,SecondHighestQuintileIncome,HighestQuintileIncome,FruitVegetableJuice_price,CarbonatedBeverage_price,SportsDrink_price,CoffeeDrink_price,TeaDrink_price
2009,7,37393,32171,10122,13435,101613,855803,642017,270396,504793,1709950,88.91,93.31,39759,68239,887605,282260,544532,771572,1049242,1790418,22.88671677,19.95638929,26.71369295,37.57298102,16.82806334
2009,8,48324,46083,12772,14572,113610,1096399,880232,330576,551328,1868237,90.52,93.43,39639,68239,887605,282260,544532,771572,1049242,1790418,22.68849847,19.10101339,25.88286878,37.83475158,16.44430068
2009,9,38621,33616,8510,13163,94477,892954,657190,224331,496826,1554032,89.91,92.04,40683,68239,887605,282260,544532,771572,1049242,1790418,23.12094456,19.54991671,26.36086957,37.74413128,16.44878648
2009,10,27447,18739,4687,13493,82549,648276,370900,117361,504165,1362281,90.26,90.73,39973,68239,887605,282260,544532,771572,1049242,1790418,23.61919335,19.79294519,25.03968423,37.36492996,16.50269537
2009,11,27254,15730,4280,12561,70998,628576,309262,103164,467392,1159232,89.59,91.62,39197,68239,887605,282260,544532,771572,1049242,1790418,23.06362369,19.66064844,24.10373832,37.20977629,16.3276712
2009,12,22931,17058,2925,13129,59770,513239,337330,66940,511782,971091,89.16,92.64,42973,68239,887605,282260,544532,771572,1049242,1790418,22.38188478,19.77547192,22.88547009,38.98103435,16.24713067
2010,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,89.93,92.37,NA,69733,889353,288553,542741,773468,1054693,1787312,NA,NA,NA,NA,NA
2010,1,24577,21223,4776,12777,71368,565562,396034,119692,505022,1190864,89.27,92.5,54043,69733,889353,288553,542741,773468,1054693,1787312,23.01184034,18.66060406,25.06113903,39.52586679,16.68624594
2010,2,23544,24546,4634,11282,63386,540737,464689,120240,442352,1028493,89.74,90.46,67526,69733,889353,288553,542741,773468,1054693,1787312,22.96708291,18.93135338,25.94734571,39.20865095,16.22587007
2010,3,27557,19277,5854,12014,78580,650806,395896,144950,476056,1269543,88.89,92.87,40904,69733,889353,288553,542741,773468,1054693,1787312,23.6167217,20.53722052,24.76084728,39.62510405,16.15605752
2010,4,26465,18944,7164,13050,83121,598936,391696,180414,504415,1352965,89.64,93.81,40428,69733,889353,288553,542741,773468,1054693,1787312,22.63124882,20.67652027,25.18341709,38.65249042,16.27705393
2010,5,29020,22179,9273,13477,96315,655219,459829,230274,513984,1567493,89.49,93.33,41311,69733,889353,288553,542741,773468,1054693,1787312,22.57818746,20.73262997,24.83274021,38.13786451,16.27465089
2010,6,28423,25163,8389,14603,100730,648403,511759,223157,568618,1597543,89.8,93.69,41788,69733,889353,288553,542741,773468,1054693,1787312,22.81261654,20.33775782,26.60114436,38.93843731,15.85965452
2010,7,37862,38643,12497,14667,120473,848390,750649,332539,572595,1959765,90.08,92.62,41749,69733,889353,288553,542741,773468,1054693,1787312,22.40742697,19.42522578,26.60950628,39.03968092,16.2672549
2010,8,38540,44010,14022,15951,124243,856501,841729,386788,618920,2002484,90.09,91.45,40603,69733,889353,288553,542741,773468,1054693,1787312,22.22368967,19.12585776,27.58436742,38.80132907,16.11747946
2010,9,29784,27551,8053,13000,105965,682860,527662,216176,506608,1671264,90.18,91.79,43307,69733,889353,288553,542741,773468,1054693,1787312,22.92707494,19.15219048,26.84415746,38.96984615,15.7718492
2010,10,23972,17045,5163,14500,91697,553962,344061,130072,580252,1472026,90.78,91.67,40269,69733,889353,288553,542741,773468,1054693,1787312,23.10871016,20.18545028,25.19310478,40.01737931,16.05315332
2010,11,21258,14757,4060,14112,83776,484416,291429,95861,553180,1316072,90.95,92.1,39858,69733,889353,288553,542741,773468,1054693,1787312,22.78746825,19.74852612,23.61108374,39.19926304,15.70941558
2010,12,20306,17205,4188,15520,78945,459358,339410,93114,623949,1254419,90.26,92.12,44657,69733,889353,288553,542741,773468,1054693,1787312,22.62178666,19.72740482,22.23352436,40.20289948,15.88978403
2011,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,91.21,92.4,NA,72274,907988,296352,546903,786324,1083008,1827354,NA,NA,NA,NA,NA
2011,1,23836,26962,5424,15428,88883,536190,503143,142835,601086,1410840,90.25,91.38,83409,72274,907988,296352,546903,786324,1083008,1827354,22.4949656,18.66118982,26.33388643,38.96072077,15.87300159
2011,2,16960,18656,4296,11263,64798,389815,355398,112302,422787,1064884,90.93,91.94,46184,72274,907988,296352,546903,786324,1083008,1827354,22.984375,19.05006432,26.14106145,37.53768978,16.43390228
2011,3,22530,20607,6516,14057,85207,510639,413771,165433,535087,1359237,90.13,93.06,41098,72274,907988,296352,546903,786324,1083008,1827354,22.66484687,20.07914786,25.38873542,38.06551896,15.95217529
2011,4,25050,18745,8050,14546,96146,586966,402983,218939,554771,1525661,90.8,92.18,40996,72274,907988,296352,546903,786324,1083008,1827354,23.43177645,21.49815951,27.1973913,38.13907603,15.86816924
2011,5,28284,22477,9530,14334,101455,674779,477846,263164,545532,1679749,90.98,91.79,42359,72274,907988,296352,546903,786324,1083008,1827354,23.85726913,21.25933176,27.61427072,38.05860193,16.55659159
2011,6,18651,30374,6996,13642,96411,444909,634447,217915,527636,1552725,91.54,92.12,41994,72274,907988,296352,546903,786324,1083008,1827354,23.8544314,20.8878317,31.14851344,38.67732004,16.10526807
2011,7,26040,40044,9582,15389,123929,605427,795608,279034,586674,2009046,91.27,91.58,42880,72274,907988,296352,546903,786324,1083008,1827354,23.24988479,19.86834482,29.12064287,38.12294496,16.21126613
2011,8,25191,43209,8918,15928,119017,577645,875928,250654,601063,1919622,91.3,91.8,42698,72274,907988,296352,546903,786324,1083008,1827354,22.93061014,20.2718878,28.10652613,37.73625063,16.12897317
2011,9,24130,28303,6327,13417,111388,576814,568486,180329,538959,1766885,91.42,92.13,43572,72274,907988,296352,546903,786324,1083008,1827354,23.90443431,20.0857153,28.5015015,40.16985913,15.86243581
2011,10,20014,17568,3944,14413,96483,476339,360323,99924,556253,1538227,91.91,93.26,40891,72274,907988,296352,546903,786324,1083008,1827354,23.8002898,20.51018898,25.3356998,38.5938389,15.94298477
2011,11,17772,16507,3521,15152,86930,427167,331730,86797,595113,1377566,91.89,93.81,40123,72274,907988,296352,546903,786324,1083008,1827354,24.03595544,20.09632277,24.65123544,39.27620116,15.84684229
2011,12,17376,20467,3797,16239,79270,383098,404652,81822,647208,1212621,92.09,93.77,45951,72274,907988,296352,546903,786324,1083008,1827354,22.04753683,19.77094836,21.54911772,39.8551635,15.29735083
2012,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,92.97,94.01,NA,74601,923584,301362,566814,810075,1093553,1846116,NA,NA,NA,NA,NA
2012,1,16996,28699,3522,13931,84569,384502,556099,102910,561262,1346378,92.38,92.3,84295,74601,923584,301362,566814,810075,1093553,1846116,22.62308779,19.37694693,29.21919364,40.28870864,15.92046731
2012,2,18108,16357,4056,13425,70612,409982,333975,100910,519060,1088767,91.15,93.53,42434,74601,923584,301362,566814,810075,1093553,1846116,22.64093218,20.41786391,24.87919132,38.66368715,15.4190081
2012,3,22738,18790,5955,13461,87530,494925,391626,156627,524539,1402547,91.27,93.33,41565,74601,923584,301362,566814,810075,1093553,1846116,21.76642625,20.84225652,26.30176322,38.96731298,16.02361476
2012,4,25667,21279,6741,12977,94062,559616,431584,183510,506568,1503103,92.11,94.34,41687,74601,923584,301362,566814,810075,1093553,1846116,21.80293762,20.28215612,27.22296395,39.03583263,15.9799175
2012,5,28797,24523,9489,14520,103404,648989,477188,258984,550236,1741083,92.57,94.59,42125,74601,923584,301362,566814,810075,1093553,1846116,22.53668785,19.45879379,27.29307619,37.89504132,16.83767553
2012,6,29178,27506,9148,14434,111267,663799,553452,268282,546946,1850643,93.16,93.78,43103,74601,923584,301362,566814,810075,1093553,1846116,22.74998286,20.12113721,29.3268474,37.89289178,16.63245167
2012,7,31667,40248,12055,14860,128671,714227,796489,332182,571921,2190541,93.52,93.92,42609,74601,923584,301362,566814,810075,1093553,1846116,22.55429943,19.78952991,27.55553712,38.48728129,17.02435669
2012,8,34732,41476,11978,15890,125527,778057,816612,339346,608715,2111403,94.43,93.88,41971,74601,923584,301362,566814,810075,1093553,1846116,22.40173327,19.68878388,28.33077308,38.30805538,16.82030957
2012,9,26619,26736,7372,12546,106492,607887,524011,193110,496836,1765212,94.12,94.11,44205,74601,923584,301362,566814,810075,1093553,1846116,22.83658289,19.59945392,26.1950624,39.60114778,16.57600571
2012,10,20973,16110,5617,13754,99111,481054,319720,140395,534058,1652724,94.05,94.91,41118,74601,923584,301362,566814,810075,1093553,1846116,22.93682354,19.84605835,24.99465907,38.82928603,16.67548506
2012,11,19600,14195,4379,13874,79484,449701,287301,111399,541461,1348350,93.35,94.64,40198,74601,923584,301362,566814,810075,1093553,1846116,22.94392857,20.23959141,25.43936972,39.02702898,16.96379145
2012,12,17623,16123,2942,14266,76249,404780,322489,72774,568587,1271649,93.58,94.75,47896,74601,923584,301362,566814,810075,1093553,1846116,22.96884753,20.00179867,24.73623385,39.85609141,16.67758266
2013,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,93.71,93.76,NA,77182,942208,309459,583287,823937,1111674,1882680,NA,NA,NA,NA,NA
2013,1,19377,23858,5737,13917,73916,429564,463524,146614,533018,1215805,93.41,93.56,60608,77182,942208,309459,583287,823937,1111674,1882680,22.16875677,19.42845167,25.55586543,38.29977725,16.44846853
2013,2,18798,21746,5004,10962,67288,428210,416456,128023,439423,1113477,93.85,93.41,62820,77182,942208,309459,583287,823937,1111674,1882680,22.77955102,19.15092431,25.58413269,40.08602445,16.54792831
2013,3,24837,15776,5793,12116,81962,535453,328479,158970,485741,1357850,92.5,93.56,41736,77182,942208,309459,583287,823937,1111674,1882680,21.55868261,20.82143763,27.44174003,40.09087157,16.56682365
2013,4,24844,16236,5623,13351,86950,581727,345827,172519,530128,1453186,93.08,94.46,42066,77182,942208,309459,583287,823937,1111674,1882680,23.41519079,21.30001232,30.68095323,39.70698824,16.71289247
2013,5,24471,19967,8457,14178,98101,594009,400948,225241,553544,1660845,93.25,93.63,42568,77182,942208,309459,583287,823937,1111674,1882680,24.27399779,20.08053288,26.63367624,39.04246015,16.92994975
2013,6,29972,29850,10866,13113,106380,663503,601292,304025,499471,1774501,93.72,94.1,43025,77182,942208,309459,583287,823937,1111674,1882680,22.13742827,20.14378559,27.97947727,38.08975826,16.68077646
2013,7,31689,37938,15161,14278,117035,695530,754560,431135,552828,1986515,93.58,93.9,43405,77182,942208,309459,583287,823937,1111674,1882680,21.94862571,19.88929306,28.43710837,38.71886819,16.97368309
2013,8,33092,41292,12925,14320,109269,706096,817717,363611,557789,1877989,93.69,93.78,42711,77182,942208,309459,583287,823937,1111674,1882680,21.3373625,19.80327909,28.13237911,38.95174581,17.18684165
2013,9,26511,22790,8178,12602,91708,566757,428281,209485,485138,1520255,94.92,94.23,43551,77182,942208,309459,583287,823937,1111674,1882680,21.37818264,18.79249671,25.6156762,38.49690525,16.57712522
2013,10,22065,15708,6551,13599,78351,469264,314856,162222,539874,1310373,94.66,91.74,42395,77182,942208,309459,583287,823937,1111674,1882680,21.26734648,20.04430863,24.76293696,39.69953673,16.72439407
2013,11,21009,13273,4984,12667,65375,437172,270194,125759,495233,1122603,93.98,94.48,41765,77182,942208,309459,583287,823937,1111674,1882680,20.80879623,20.3566639,25.23254414,39.09631325,17.17174761
2013,12,17608,16665,4011,13150,61508,387798,325401,105333,534829,1007418,93.89,94.3,46683,77182,942208,309459,583287,823937,1111674,1882680,22.02396638,19.5260126,26.26103216,40.67140684,16.37864993
2014,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,94.83,94.04,NA,79323,956849,317144,587625,830741,1128799,1919937,NA,NA,NA,NA,NA
2014,1,24409,25207,5370,14906,90103,505373,477516,132270,579680,1468835,94.18,93.72,88828,79323,956849,317144,587625,830741,1128799,1919937,20.70437134,18.94378546,24.63128492,38.88903797,16.30173246
2014,2,18453,15875,3230,11538,71432,410632,307457,80525,430436,1170804,93.81,94.19,42177,79323,956849,317144,587625,830741,1128799,1919937,22.25285861,19.36737008,24.93034056,37.30594557,16.39046926
2014,3,24003,14636,5094,13024,90351,524210,299871,125793,510181,1479157,93.99,93.48,43025,79323,956849,317144,587625,830741,1128799,1919937,21.83935341,20.48858978,24.69434629,39.17237408,16.37122998
2014,4,23904,17402,6141,13641,95157,536186,352122,183884,537104,1625041,94.62,93.83,42705,79323,956849,317144,587625,830741,1128799,1919937,22.43080656,20.23457074,29.94365738,39.37423943,17.07747197
2014,5,26107,19782,8565,14012,109156,583502,401426,249925,548547,1806391,94.76,94.17,44971,79323,956849,317144,587625,830741,1128799,1919937,22.35040411,20.29248812,29.17980152,39.14837282,16.5487101
2014,6,28403,27891,9917,13743,116031,625678,568303,292441,542495,1905277,95.25,94.03,42931,79323,956849,317144,587625,830741,1128799,1919937,22.02858853,20.37585601,29.48885752,39.47427781,16.42041351
2014,7,34209,41607,14322,15039,149483,748709,824738,420983,581098,2421474,95.22,92.53,46382,79323,956849,317144,587625,830741,1128799,1919937,21.88631647,19.82209724,29.39414886,38.63940422,16.19899253
2014,8,28494,36182,11725,15068,121357,651921,725740,308841,598447,1978841,95.64,93.44,44983,79323,956849,317144,587625,830741,1128799,1919937,22.87923773,20.05803991,26.3403838,39.7164189,16.30594856
2014,9,25399,24960,9002,12942,124941,571754,480080,262037,532397,2003951,95.59,95.69,44721,79323,956849,317144,587625,830741,1128799,1919937,22.51088626,19.23397436,29.10875361,41.13715036,16.03917849
2014,10,20701,16485,6215,13681,102827,465456,331978,177436,573545,1689304,95.66,94.15,42865,79323,956849,317144,587625,830741,1128799,1919937,22.48471088,20.13818623,28.54963797,41.92273957,16.42860338
2014,11,18063,13732,4091,12850,84890,400330,273845,111181,540268,1375014,94.78,95.15,43080,79323,956849,317144,587625,830741,1128799,1919937,22.16298511,19.94210603,27.17697385,42.04420233,16.19759689
2014,12,17071,17357,2885,12883,77774,377805,330360,87384,608276,1281345,94.46,94.15,46704,79323,956849,317144,587625,830741,1128799,1919937,22.13139242,19.03324307,30.28908146,47.21540014,16.47523594
2015,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,94.54,95.29,NA,80921,964895,320312,587763,836842,1139842,1939718,NA,NA,NA,NA,NA
2015,1,22096,22656,5405,15517,79056,470512,439029,152459,598904,1281721,93.3,95.64,52391,80921,964895,320312,587763,836842,1139842,1939718,21.29398986,19.37804555,28.20703053,38.59663595,16.21282382
2015,2,18602,22671,4357,12141,76950,418935,412436,133064,483656,1316919,93.62,94.14,87083,80921,964895,320312,587763,836842,1139842,1939718,22.52096549,18.19222796,30.54028001,39.83658677,17.11395712
2015,3,20537,16127,5686,11206,92226,458206,317950,161968,421328,1548240,93.41,95.2,43327,80921,964895,320312,587763,836842,1139842,1939718,22.31124312,19.71538414,28.48540274,37.59842941,16.7874569
2015,4,23547,18899,7337,12041,93597,527846,373230,206319,447686,1602455,93.84,95,44009,80921,964895,320312,587763,836842,1139842,1939718,22.41669852,19.74866395,28.12034892,37.18013454,17.12079447
2015,5,24658,22338,9353,12273,103257,551620,448197,266809,449871,1759303,94.07,95.41,44249,80921,964895,320312,587763,836842,1139842,1939718,22.370833,20.06432984,28.52656902,36.65534099,17.03809911
2015,6,26517,33041,12649,13217,114181,584410,616317,350827,475673,1960170,94.72,93.99,44994,80921,964895,320312,587763,836842,1139842,1939718,22.03906928,18.65309767,27.73555222,35.98948324,17.16721696
2015,7,29236,37853,14493,15369,119788,629611,730943,414345,551976,2144826,94.62,95.25,47574,80921,964895,320312,587763,836842,1139842,1939718,21.53546997,19.31004148,28.58931898,35.91489362,17.90518249
2015,8,30777,41525,14225,15081,112417,660251,796125,383474,549754,2061183,95.21,95.47,45290,80921,964895,320312,587763,836842,1139842,1939718,21.45274068,19.17218543,26.95775044,36.45341821,18.33515394
2015,9,22322,24251,7338,11982,95412,498325,466278,213914,429094,1615147,95.87,94.86,45149,80921,964895,320312,587763,836842,1139842,1939718,22.3243885,19.22716589,29.15153993,35.81155066,16.92813273
2015,10,21596,15681,5720,12844,84953,485606,306923,159911,446554,1541549,95.95,96.2,43578,80921,964895,320312,587763,836842,1139842,1939718,22.48592332,19.57292265,27.95646853,34.76751791,18.14590421
2015,11,19842,15673,5158,13241,87887,437372,300903,143561,471014,1467059,95.29,96.64,43251,80921,964895,320312,587763,836842,1139842,1939718,22.04273763,19.19881325,27.83268709,35.57238879,16.69255976
2015,12,18957,16666,3916,12721,85143,421513,320008,96981,458726,1449569,94.58,95.71,46981,80921,964895,320312,587763,836842,1139842,1939718,22.23521654,19.20124805,24.76532176,36.06052983,17.0251107
2016,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,95.86,96.26,NA,84000,993115,329400,616604,861413,1153992,2004165,NA,NA,NA,NA,NA
2016,1,22901,23509,5049,14575,82861,488146,439115,149340,538677,1360423,94.05,96.16,75684,84000,993115,329400,616604,861413,1153992,2004165,21.31548841,18.67859118,29.57813428,36.95897084,16.41813398
2016,2,19730,17912,4789,10009,68262,428141,335430,126323,375554,1115775,95.88,94.79,59579,84000,993115,329400,616604,861413,1153992,2004165,21.7,18.72655203,26.37774066,37.52163053,16.34547772
2016,3,21966,15018,5926,13200,89559,485448,292787,163717,472315,1473887,95.29,96.84,44053,84000,993115,329400,616604,861413,1153992,2004165,22.09997269,19.49573845,27.62689841,35.78143939,16.45716232
2016,4,24534,19015,8282,12464,97719,533620,369990,213764,439934,1651730,95.6,97.27,44221,84000,993115,329400,616604,861413,1153992,2004165,21.75022418,19.45779648,25.81067375,35.29637356,16.9028541
2016,5,26317,23856,9789,12855,112348,575183,431265,262638,459783,1850833,95.23,97.26,46611,84000,993115,329400,616604,861413,1153992,2004165,21.85594863,18.07784205,26.82991112,35.76686114,16.47410724
2016,6,26781,34074,13509,13489,124731,582451,603511,364088,480376,2051920,95.57,96.73,45360,84000,993115,329400,616604,861413,1153992,2004165,21.7486651,17.71177437,26.95151381,35.61242494,16.45076204
2016,7,30775,36173,15175,15095,131479,646141,691231,426755,541528,2125152,95.79,95.12,47686,84000,993115,329400,616604,861413,1153992,2004165,20.99564582,19.1090316,28.12224053,35.87466048,16.16343294
2016,8,31467,40356,14552,14951,122183,694513,776192,402827,534861,2023704,95.75,93.86,46253,84000,993115,329400,616604,861413,1153992,2004165,22.07115391,19.23362078,27.6818994,35.77426259,16.56289336
2016,9,25251,21235,6133,11847,101712,578303,389420,170109,422382,1708495,96.19,95.65,45621,84000,993115,329400,616604,861413,1153992,2004165,22.90218209,18.33859195,27.73667047,35.65307673,16.79737887
2016,10,23575,17395,6422,14022,97240,531579,335800,167213,496445,1620281,97.58,96.7,43808,84000,993115,329400,616604,861413,1153992,2004165,22.54841994,19.30439782,26.03752725,35.40472115,16.66270053
2016,11,22451,14770,4913,13796,91649,497981,288444,125741,499363,1489350,97.17,97.9,44598,84000,993115,329400,616604,861413,1153992,2004165,22.18079373,19.52904536,25.59352738,36.19621629,16.25058648
2016,12,21455,18445,4156,13155,84842,454403,349673,109858,473774,1432834,96.18,96.86,47823,84000,993115,329400,616604,861413,1153992,2004165,21.17935213,18.95760369,26.43358999,36.01474724,16.88826289
2017,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,96.45,96.91,NA,87213,1018941,338278,627855,884183,1191537,2052850,NA,NA,NA,NA,NA
2017,1,24244,27257,5807,14811,93890,529591,500358,159311,532318,1569828,96.16,96.92,93243,87213,1018941,338278,627855,884183,1191537,2052850,21.84420888,18.3570459,27.43430343,35.94071974,16.71986367
2017,2,18613,14388,3831,10824,67906,400162,277140,104325,391698,1206885,95.82,98.94,46421,87213,1018941,338278,627855,884183,1191537,2052850,21.4990598,19.2618849,27.23179327,36.18791574,17.77287721
2017,3,21992,15850,5286,13529,90986,481629,304767,145998,487369,1521703,95.46,97.1,44900,87213,1018941,338278,627855,884183,1191537,2052850,21.90019098,19.22820189,27.61975028,36.02402247,16.724584
2017,4,23193,18270,6422,12605,93622,509284,350978,181213,453660,1627839,95.69,97.55,45111,87213,1018941,338278,627855,884183,1191537,2052850,21.95852197,19.2106185,28.21753348,35.99047997,17.38735554
2017,5,24768,20686,8824,13739,112976,553125,402612,253080,485758,1898917,95.8,98.41,49416,87213,1018941,338278,627855,884183,1191537,2052850,22.33224322,19.46301847,28.68087035,35.35613946,16.80814509
2017,6,25479,24360,11238,14168,116126,572760,470665,310458,489968,1918475,96.53,97,45491,87213,1018941,338278,627855,884183,1191537,2052850,22.47968916,19.32122332,27.62573412,34.58272163,16.52063276
2017,7,28628,34043,13691,13355,123766,640922,662150,379214,475729,2042993,96.53,94.51,48834,87213,1018941,338278,627855,884183,1191537,2052850,22.38794188,19.45040096,27.69804981,35.62178959,16.50690012
2017,8,32526,41227,14437,13883,134744,754774,787500,391612,495977,2237477,96.67,95.21,47233,87213,1018941,338278,627855,884183,1191537,2052850,23.20525118,19.10155966,27.12558011,35.72549161,16.60539245
2017,9,28181,30078,9332,11903,110270,647645,561607,249491,431172,1858681,96.66,95.59,46726,87213,1018941,338278,627855,884183,1191537,2052850,22.98161882,18.67168695,26.73499786,36.22380912,16.85572685
2017,10,23227,17484,5796,11489,93016,526781,322883,154677,432057,1587096,97.26,96,45407,87213,1018941,338278,627855,884183,1191537,2052850,22.67968313,18.46734157,26.686853,37.60614501,17.06261288
2017,11,19829,12690,3888,11993,90778,460323,241473,105647,447829,1554261,97.5,98.12,45991,87213,1018941,338278,627855,884183,1191537,2052850,23.21463513,19.0286052,27.1725823,37.3408655,17.12156029
2017,12,18347,14683,2816,11899,76434,428539,274041,70582,435789,1348951,97.35,97.51,49261,87213,1018941,338278,627855,884183,1191537,2052850,23.35744263,18.66382892,25.06463068,36.62400202,17.64857262
2018,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,97.76,97.99,NA,89569,1036304,344948,637775,888498,1211270,2099030,NA,NA,NA,NA,NA
2018,1,20901,20721,5253,14635,83242,460039,393261,142603,515611,1417251,97.02,96.32,59158,89569,1036304,344948,637775,888498,1211270,2099030,22.01038228,18.97886202,27.14696364,35.23136317,17.02567214
2018,2,17572,20358,4450,11779,70451,397388,368411,100956,414945,1251436,97.93,97.11,86611,89569,1036304,344948,637775,888498,1211270,2099030,22.61484179,18.09662049,22.68674157,35.22752356,17.76321131
2018,3,22223,16395,7635,11735,94077,493972,321054,172554,402258,1608200,96.98,97.98,46504,89569,1036304,344948,637775,888498,1211270,2099030,22.22796202,19.58243367,22.60039293,34.27848317,17.09450769
2018,4,22586,18218,10720,13068,94132,530607,358195,222644,450801,1610700,97.61,97.99,46396,89569,1036304,344948,637775,888498,1211270,2099030,23.49273886,19.66159842,20.76902985,34.49655647,17.11107806
2018,5,26963,23398,16141,12869,117230,635721,457936,365928,439642,1933545,97.48,97.5,48161,89569,1036304,344948,637775,888498,1211270,2099030,23.57753217,19.57158732,22.67071433,34.16287202,16.49360232
2018,6,25521,28122,18924,13194,115291,595981,538639,380750,453914,1952233,97.88,98.2,48496,89569,1036304,344948,637775,888498,1211270,2099030,23.35257239,19.15365195,20.1199535,34.403062,16.93309105
2018,7,27780,34287,18896,13568,124577,655446,646136,393707,472813,2072876,98.22,98.69,51977,89569,1036304,344948,637775,888498,1211270,2099030,23.59416847,18.84492665,20.83546782,34.84765625,16.63931544
2018,8,31270,39422,18193,13672,125288,715028,753231,432025,490931,2089332,98.16,96.7,49829,89569,1036304,344948,637775,888498,1211270,2099030,22.86626159,19.10686926,23.74677074,35.9077677,16.67623396
2018,9,20998,23212,11667,11618,103610,526809,425365,213816,422444,1717844,98.32,98.4,48113,89569,1036304,344948,637775,888498,1211270,2099030,25.08853224,18.32521971,18.3265621,36.36116371,16.57990541
2018,10,18141,16508,6901,12346,96206,431001,313052,151941,456773,1581266,98.39,99.23,46420,89569,1036304,344948,637775,888498,1211270,2099030,23.75839259,18.96365399,22.01724388,36.99765106,16.43625138
2018,11,18951,14417,5984,11970,90161,430148,283828,133801,449786,1514284,97.78,98.28,47453,89569,1036304,344948,637775,888498,1211270,2099030,22.69790512,19.68703614,22.35979278,37.57610693,16.79533279
2018,12,18710,15526,8814,12094,83262,405919,297405,136412,445082,1376924,97.29,99.44,50830,89569,1036304,344948,637775,888498,1211270,2099030,21.69529663,19.1552879,15.47674155,36.80188523,16.53724388
2019,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,98.3,99.5,NA,92563,1059731,350189,645272,911571,1253751,2137871,NA,NA,NA,NA,NA
2019,1,23817,27584,5931,13766,100415,519040,507296,151544,526062,1646588,97.19,97.98,93095,92563,1059731,350189,645272,911571,1253751,2137871,21.79283705,18.39095128,25.55117181,38.21458666,16.39782901
2019,2,18037,16679,5132,9922,75320,400775,312492,110985,356509,1285448,98.14,98.72,54034,92563,1059731,350189,645272,911571,1253751,2137871,22.21960415,18.73565561,21.62607171,35.93116307,17.06648964
2019,3,21787,14822,7846,12151,98898,493120,285752,164952,418456,1678396,97.52,99.71,46193,92563,1059731,350189,645272,911571,1253751,2137871,22.63368064,19.27890973,21.02370635,34.43798864,16.9709802
2019,4,24702,19192,10709,12953,98877,563273,360877,231590,443757,1720142,98.25,100.62,47901,92563,1059731,350189,645272,911571,1253751,2137871,22.80272852,18.80351188,21.62573536,34.25901336,17.39678591
2019,5,27897,22464,13799,14405,105898,617877,433344,298153,481929,1805376,98.39,99.68,50179,92563,1059731,350189,645272,911571,1253751,2137871,22.14851059,19.29059829,21.60685557,33.45567511,17.04825398
2019,6,26051,23537,15235,13413,109518,602015,449456,361042,492190,1851435,98.71,100.42,48561,92563,1059731,350189,645272,911571,1253751,2137871,23.1090937,19.09572163,23.69819495,36.69499739,16.90530324
2019,7,31819,39823,17738,13361,129206,720665,729573,383980,492430,2107438,98.6,98.98,53209,92563,1059731,350189,645272,911571,1253751,2137871,22.64888903,18.32039274,21.64731086,36.85577427,16.31068217
2019,8,29631,35411,14457,13525,116802,676493,662622,327641,494387,1966662,98.58,98.04,50900,92563,1059731,350189,645272,911571,1253751,2137871,22.83058284,18.71232103,22.66313896,36.55356747,16.83757127
2019,9,22517,21217,12349,11543,106841,509782,388841,261054,434319,1795847,98.73,99.97,49256,92563,1059731,350189,645272,911571,1253751,2137871,22.6398721,18.32686054,21.13968742,37.62618037,16.80859408
2019,10,23380,20868,9314,13030,103941,532041,394423,206794,470762,1679928,98.75,100.03,47216,92563,1059731,350189,645272,911571,1253751,2137871,22.75624465,18.90085298,22.20249087,36.12908672,16.16232286
2019,11,20678,14826,6420,12250,91610,486665,284701,137767,460926,1535306,98.35,99.12,48312,92563,1059731,350189,645272,911571,1253751,2137871,23.53539994,19.20281937,21.45903427,37.62661224,16.75915293
2019,12,19877,18181,6189,14143,89766,447493,357605,123292,508715,1447363,98.41,100.71,54011,92563,1059731,350189,645272,911571,1253751,2137871,22.5131056,19.66916011,19.92115043,35.96938415,16.12373282
2020,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,98.07,99.94,NA,95327,1079648,354959,657313,929551,1280022,2176394,NA,NA,NA,NA,NA
2020,1,21531,27982,7144,12515,94546,495645,499047,152502,479921,1570644,99,99.2,98225,95327,1079648,354959,657313,929551,1280022,2176394,23.02006409,17.83457223,21.3468645,38.3476628,16.61248493
